subject,model,explo_overlap,trial,labelled,i_presentation,error
1,LaF,0.25,3,no_label,42,0.0192148376379
1,LaF,0.25,3,no_label,43,0.0180790844446
1,LaF,0.25,3,no_label,44,0.0171110756059
1,LaF,0.25,3,no_label,45,0.0161050700066
1,LaF,0.25,3,no_label,46,0.0152382237746
1,LaF,0.25,3,no_label,47,0.0143466082258
1,LaF,0.25,3,no_label,48,0.0135707785815
1,LaF,0.25,3,no_label,49,0.0127801233742
1,LaF,0.25,3,no_label,50,0.0120860994119
1,LaF,0.25,3,no_label,51,0.0113846379293
1,LaF,0.25,3,no_label,52,0.0107640732216
1,LaF,0.25,3,no_label,53,0.010141478367
1,LaF,0.25,3,no_label,54,0.00958682279349
1,LaF,0.25,3,no_label,55,0.00903401709108
1,LaF,0.25,3,no_label,56,0.00853845161133
1,LaF,0.25,3,no_label,57,0.00804744513609
1,LaF,0.25,3,no_label,58,0.00760481984715
1,LaF,0.25,3,no_label,59,0.00716857133794
1,LaF,0.25,3,no_label,60,0.00677334705446
1,LaF,0.25,3,no_label,61,0.00638564446379
1,LaF,0.25,3,no_label,62,0.00603283796371
1,LaF,0.25,3,no_label,63,0.00568819539236
1,LaF,0.25,3,no_label,64,0.00537332838934
1,LaF,0.25,3,no_label,65,0.00506689689857
1,LaF,0.25,3,no_label,66,0.00478594873072
1,LaF,0.25,3,no_label,67,0.00451343895816
1,LaF,0.25,3,no_label,68,0.00426280292347
1,LaF,0.25,3,no_label,69,0.00402041777758
1,LaF,0.25,3,no_label,70,0.00379686099964
1,LaF,0.25,3,no_label,71,0.00358123698992
1,LaF,0.25,3,no_label,72,0.00338186366227
1,LaF,0.25,3,no_label,73,0.00319001965332
